1496327495983	42c68e27-2fed-4356-8dbd-a8eb54bef159	반하다			[sound:say-a4c31eba-898a188c-e2e41eec-1fae5dd9-7c5b58d1.mp3]		to fall in love with (not 빠지다)		그 사람의 어떤 점에 반했어요?	What made you fall in love with him?				
1496327495980	krdict:kor:15832:단어	만족	滿足	만족	[sound:say-ea0167ed-2052f14c-8359b0be-410267c4-ebad2072.mp3]	기대하거나 필요한 것이 부족함 없거나 마음에 듦.	satisfaction	불만족	그녀는 혼자 사는 것에 만족하고 있다	She is content to live by herself.	이 백화점은 고객 만족 서비스를 실천한다고 스스로 주장한다.			중급
1496327495984	krdict:kor:58725:단어	보람		보람	[sound:say-aad63997-e2911b96-6489bbda-079933f8-6360905b.mp3]	어떤 일을 한 뒤에 얻는 좋은 결과나 만족한 느낌.	meaningfulness (, worth)		노력한 보람이 있었다	My efforts paid off.	나는 가르치는 일에 보람을 느낀다	For me, teaching is a very rewarding job.		중급
1496327495986	krdict:kor:60877:단어	불쌍하다		불쌍하다	[sound:say-f45bb48e-f8b24dd8-ac6ae76f-c2fc872a-5b5ea54b (1).mp3]	사정이나 형편이 좋지 않아 가엾고 마음이 슬프다.	to be pitiful		불쌍한 아이.		지수는 부모에게 버림받은 아이들이 불쌍해서 눈물을 흘렸다.			초급
1496327495989	krdict:kor:62892:단어	서운하다		서운하다	[sound:say-d7d6984a-4b4d537c-cebc3669-927a2f6a-bb4553f8 (1).mp3]	생각처럼 되지 않아 만족스럽지 못하다.	(to be sad,) to feel emotionally hurt (not 슬프)		초대받지 못해서 서운했다	I felt slighted because I hadn't been[wasn't] invited.	그는 오랜만에 만난 친구와 헤어지기가 몹시 서운한 듯했다.			중급
1496327495985	krdict:kor:25696:단어	부담	負擔	부ː담	[sound:say-13596590-c7be86bf-39929ef3-fd11b268-d8d6a5c4 (1).mp3]	일을 맡거나 책임, 의무를 짐.	overwhelmingness, burden		세금 부담을 줄이다	ease the tax burden	해외로 유학을 가는 것은 경제적인 부담이 된다.			중급
1496327495987	krdict:kor:24528:단어	불행	不幸	불행	[sound:say-ebb380bf-a9187616-9d95842e-88f2be4b-c4ca3912.mp3]	행복하지 않음.	unhappiness		가족의 불행.		어렸을 때 그녀는 부모의 잦은 부부 싸움으로 인해 불안에 떨며 불행 속에 살았다.			중급
1496327495990	krdict:kor:49253:단어	소중하다	所重	소ː중하다	[sound:say-a6407973-49ebb319-a6628dd0-0063fa8d-ae6f1264 (1).mp3]	매우 귀중하다.	to be valuable, precious (i.e. family/memories)		소중한 가족.		그녀에게 아들은 목숨과도 바꿀 수 없는 소중한 자식이다.			초급
1496327495993	krdict:kor:66227:단어	싫증	症	실쯩	[sound:say-a957dbdf-f9b9d8a6-4796ce2d-8883a097-776d4cce.mp3]	마음에 들지 않거나 하고 싶지 않은 생각이나 느낌.	a lack of interest		그는 일에 싫증이 났다	He grew tired[sick] of his work.	반복되는 일상에 싫증을 느낀 그는 이곳을 떠나고 싶었다.			중급
1496327495994	krdict:kor:24398:단어	아깝다		아깝따	[sound:say-fee347eb-9c89ee02-d9018a57-83ed7868-032799e5 (1).mp3]	소중히 여기는 것을 잃어 서운한 느낌이 있다.	regrettable; precious; valuable; a waste :=&nbsp;<div><br></div><div>A little sad because one has lost something valuable.&nbsp;&nbsp;<p>Not wanting to give up something or give it to someone because it is important.</p> <p>Deplorable because something is not fully used.</p></div>		이 신발은 버리기 아깝다	These shoes are still too good to throw away.	회사는 놓치기 아까운 직원을 잡기 위해 월급을 올려 준다는 조건으로 다시 그를 붙잡았다.			중급
1496327495992	krdict:kor:14087:단어	실망	失望	실망	[sound:say-2b3be470-4fa7b112-975b72eb-74409284-a6c4face.mp3]	기대하던 대로 되지 않아 희망을 잃거나 마음이 몹시 상함.	disappointment		기대에 대한 실망.		지수는 면접에서 떨어지자 실망에 가득 찼다.			중급
1496327495996	c3af61bf-417a-425a-a0a4-a55764e4cd8b	안심			[sound:say-2acd7b77-3426b949-59c6ab60-da992416-7ff9928d (1).mp3]		relief, relaxation		나는 그 소식에 안심이 되었다	I was relieved at the news.				
1496327495995	krdict:kor:14687:단어	아쉽다		아쉽따	[sound:say-5b9b6fc9-a6ed0f23-fbef5497-c3626b8d-5e1c1ec2 (1).mp3]	필요한 것이 없거나 모자라서 만족스럽지 못하다.	Unsatisfied because what one needs is missing or deficient;&nbsp;Sorry and sad due to a lingering attachment.<br>		우리는 이별을 아쉬워했다	We were sorry to have to say goodbye.	민준이는 부잣집에서 태어나 아쉬운 것 없이 자랐다.			중급
1496327495997	krdict:kor:71499:단어	안타깝다		안타깝따	[sound:say-b15692be-a827eed3-70556720-14e54a53-8fab7f2d (1).mp3]	뜻대로 되지 않거나 보기에 가엾고 불쌍해서 가슴이 아프고 답답하다<br>	Feeling sad and frustrated because something does not work out as planned or someone looks pitiful and pathetic.<br>		안타깝지만 우리가 졌다	It's sad[a pity; too bad], but we lost.	불우 이웃의 어려운 생활을 들으니 마음이 안타까웠다.			중급
1496327495999	krdict:kor:70800:단어	자랑스럽다		자랑스럽따	[sound:say-50d1e759-50ddc6a0-e73c4463-d12d67cf-1bb92804.mp3]	자랑할 만한 데가 있다.	to be proud		자랑스럽게 느끼다.		한글의 우수성에 대한 다큐멘터리를 보았더니 우리 글이 자랑스럽게 느껴졌다.			중급
1496327496000	krdict:kor:71198:단어	자유롭다	自由	자유롭따	[sound:say-3fd5c9d4-259b89ab-ea1e56a9-411c8f60-d16040b3 (1).mp3]	무엇에 얽매이거나 구속되지 않고 자기 생각과 의지대로 할 수 있다.	to be relaxed(atmosphere), free		자유롭게 결정하다.		자유롭게 질문하며 토론하는 수업에서는 교사와 학생이 깊이 있게 생각을 나눌 수 있다.			중급
1496327496001	b6052d30-691b-4964-923e-2c57aa2ff7aa	정			[sound:say-f0592845-c15fe863-78ae519a-cfbc5c1a-b9efb32a (1).mp3]		an attachment, affection		사람의 정이 그립다	I long for warm human affection.				
1496327496002	krdict:kor:28997:단어	진심	眞心	진심	[sound:say-2f256102-935750fb-da223009-f04fd42d-f2f3e792.mp3]	거짓이 없는 진실한 마음.	the whole[true] heart, sincerity		진심으로 일을 하다	do a work with one´s whole heart	진심으로 사과 드립니다	I offer my sincere apology.		중급
1496327496003	krdict:kor:71579:단어	짜증		짜증	[sound:say-b6f49821-72a3174f-aee6ba16-7410a85f-a6160b29 (1).mp3]	마음에 들지 않아서 화를 내거나 싫은 느낌을 겉으로 드러내는 일. 또는 그런 성미.	irritation, annoyance		심한 짜증.		밥 먹으라고 몇 번씩이나 말하던 아내는 급기야 소리를 지르면서 짜증을 부렸다.			초급
1496327496005	krdict:kor:80660:단어	친근하다	親近	친근하다	[sound:say-e3db4413-3d88aa64-2062e7c4-33005cbc-cc58d34b (1).mp3]	사이가 매우 가깝다.	to be familiar (ㅊㄱ)		모임에서 친근한 얼굴들을 여럿 보았다	I found many familiar faces at the meeting	지수는 나와 친근한 사이가 아닌데도 어려운 부탁을 해서 나를 곤란하게 했다.			고급
1496327496004	krdict:kor:66310:단어	충격	衝擊	충격	[sound:say-4cd993e4-3284d6b2-cca4c517-053dc00f-76e73541 (1).mp3]	물체에 급격히 가하여지는 힘.	shock (feeling)		문화적 충격을 경험하다	experience culture shock	시디에 충격을 주면 망가지니 조심하세요.			중급
1496327496006	krdict:kor:82047:단어	편안	便安	펴난	[sound:say-829a14d8-90d30ab3-41228ab2-54bec99d-8e12528c.mp3]	몸이나 마음이 편하고 좋음.	comfort		일신의 편안.		일에 지친 양 과장은 마음의 편안을 위해서 여행을 계획했다.			초급
1496327496007	krdict:kor:89266:단어	후회	後悔	후ː회	[sound:say-18603803-5ef87284-22b434c4-49a060ea-96df6a61.mp3]	이전에 자신이 한 일이 잘못임을 깨닫고 스스로 자신의 잘못을 꾸짖음.	a regret		후회가 남다.		후회가 남기는 하지만 이미 지나간 일이니 어쩔 수 없었다.			중급
1496327496008	krdict:kor:73255:단어	흥미	興味	흥ː미	[sound:say-c3976694-78e0b5be-608c3736-26d9abc5-e5dad698 (1).mp3]	마음을 쏠리게 하는 재미.	an interest		흥미 위주.		나는 외국어를 배우는 일에 흥미를 가지고 있다.			중급
1496327496009	krdict:kor:87056:단어	흥분	興奮	흥분	[sound:say-41eaa357-0f8e401f-2b323d23-4c5ecc1e-77a4451f.mp3]	어떤 자극을 받아 감정이 세차게 치밀어 오름. 또는 그 감정.	excitement (also horniness)		강한 흥분.		지수는 떨어져 지내던 가족들과 재회할 생각에 흥분 상태였다.			중급
1497228674149	krdict:kor:18380:단어	고통	苦痛	고통	[sound:say-8f555f54-7edfdffe-a45166c5-ca9e19a9-8fb3d98f (1).mp3]	몸이나 마음이 괴롭고 아픔.	pain		고통을 느끼다	feel pain	의사는 수술 후 고통을 참지 못하는 환자에게 진통제를 투여했다.			중급
1497228674150	krdict:kor:60641:단어	금연	禁煙	그ː면	[sound:say-1e82cf86-178febec-e5dc76dc-3422c547-20302480 (1).mp3]	담배를 피우는 것을 금지함.	non-smoking		금연 좌석.		나는 금연 장소를 피해 흡연실에서 담배를 피웠다.			중급
1497228674151	krdict:kor:14757:단어	독감		독깜	[sound:say-1568f459-f663479b-2fa5e8fe-935d5390-b72aac6b.mp3]	매우 독한 유행성 감기.	influenza		독감 예방 접종.		추운 날씨가 계속되면서 유행성 독감이 크게 번지고 있다.			중급
1497228674152	krdict:kor:48344:단어	두통	頭痛	두통	[sound:say-59157ece-a1c591b4-e30e14ad-0fc95ae0-4499fe8a (1).mp3]	머리가 아픈 증세.	a headache		가벼운 두통.		머리가 자주 아파서 병원에 가 보니 신경성 두통이라고 하였다.			초급
1497228674153	krdict:kor:54741:단어	몸살		몸살	[sound:say-3528633c-51255fbc-0c1a1fc5-32c5f561-6ddf2adf (1).mp3]	몸이 몹시 피로할 때 걸리는, 온몸이 쑤시고 기운이 없고 열이 나는 병.	a bodyache		몸살 기운.		나는 매년 꼭 한 번씩은 자리에서 일어날 수도 없을 만큼 몸살을 크게 앓는다.			중급
1497228674157	343151a6-d143-4df8-85d1-c3c4426711b0	수면			[sound:say-7230f612-fefec5f8-d5daafae-c6f1865b-aa790250.mp3]		sleep, slumber		충분한 수면을 취하다	get enough sleep				
1497228674154	krdict:kor:26310:단어	부러지다		부러지다	[sound:say-8175e679-2ebc3133-49f7b569-4908002d-5e5e24df (1).mp3]	단단한 물체가 꺾여 둘로 겹쳐지거나 동강이 나다.	to break		부러진 다리[팔]	a broken leg[arm]	나는 계단에서 넘어지는 바람에 팔이 부러져 무척 고생을 했다.			중급
1497228674155	krdict:kor:59734:단어	부작용	副作用	부ː자굥	[sound:say-eafac5eb-c8ef5e36-42cb5147-1fb117a5-846af820.mp3]	어떤 일로 인해 일어난, 기대하지 않았던 바람직하지 못한 일.	a side effect		단순한 부작용.		화폐의 가치가 떨어지면 다양한 부작용이 뒤따른다.			중급
1497228674156	krdict:kor:60302:단어	불면증	不眠症	불면쯩	[sound:say-30513889-38694e54-778c48f5-9e4204eb-6a1f5dda.mp3]	밤에 잠을 자지 못하는 상태가 오래도록 계속되는 증상.	insomnia		불면증 환자.		불면증에 시달리는 민준이는 오늘도 밤을 꼬박 새고 학교에 갔다.			고급
1497228674158	krdict:kor:90754:단어	식중독	食中毒	식쭝독	[sound:say-afda9d78-acc0d7c6-a6a339e9-763459ac-9cdd65c8.mp3]	음식물에 들어 있는 독성 물질을 먹어서 걸리는 병.	food poisoning		식중독 예방.		학교 급식을 먹은 학생들이 단체 식중독을 일으켰다.			중급
1497228674160	krdict:kor:66765:단어	알레르기			[sound:say-244e5072-5cc11dbc-12ae5547-92802114-1a99d1e0.mp3]	어떤 물질이 몸에 닿거나 몸속에 들어갔을 때 그것에 반응하여 생기는 불편하거나 아픈 증상.	an allergy		꽃가루 알레르기.		나는 달걀 알레르기 때문에 달걀이 들어간 음식을 먹지 못한다.			중급
1497228674159	krdict:kor:65005:단어	심리	心理	심니	[sound:say-f7094ab1-a5f2c09a-c5e5beef-37732221-00461815 (1).mp3]	마음의 움직임이나 의식의 상태.	psychology		기대 심리.		사람들의 심리 상태는 보통 행동을 통해 나타나는 경우가 많다.			중급
1497228674161	krdict:kor:62325:단어	앓다		알타	[sound:say-65d2932d-4c953a50-0798454a-b9c0d218-d0c9feab (1).mp3]	병에 걸려 아파하거나 괴로워하다.	to be ill		중병을 앓다	be very[seriously; critically] ill	한밤중에 그는 몸에 열이 나서 잠도 못 이루고 계속 끙끙 앓고 있었다.			중급
1497228674165	ce4af8cd-d109-48df-8b06-a42c189c702d	지치다			[sound:say-11a0f0bd-67e2cc66-c6bbcda9-a66f898c-49cf254f (1).mp3]		to be exhausted		아이는 울다가 지쳐 잠이 들었다	Tired from crying, the child fell asleep.				
1497228674162	af770578-b29b-4b4d-95b5-8f5bf401fdc7	암			[sound:say-7ec2e85d-a1cc7562-816bb3f2-e469db1a-229dd1e4 (1).mp3]		cancer							
1497228674164	krdict:kor:91880:단어	증상	症狀	증상	[sound:say-1f712132-ff35a88b-9047b1d9-aeabda2b-1d1f4c90 (1).mp3]	병을 앓을 때 나타나는 여러 가지 상태.	a symptom		증상이 어떻습니까?	What are your symptoms?	추운 데 오래 있었더니 감기 증상이 더 심해졌다.			중급
1497228674163	krdict:kor:73374:단어	장애	障礙	장애	[sound:say-3617aa67-d95d172c-0f4422e0-9c4e87ca-e59cebdb.mp3]	가로막아서 어떤 일을 하는 데 거슬리거나 방해가 됨. 또는 그런 일이나 물건.	1. a disability or disorder 2. an obstacle		커다란 장애.		지수의 소심한 성격은 친구를 사귀는 데 장애가 되었다.			중급
1497228674166	krdict:kor:29006:단어	진통	陣痛	진통	[sound:say-72d35f90-23ad4bab-7da68dee-7f7bffa8-477b7408.mp3]	임산부가 아이를 낳을 때 반복되는 배의 통증.	labor (+제 = painkiller)		진통이 시작되다.		산모는 진통을 견디기 위해 안간힘을 썼다.			
1497228674167	krdict:kor:29015:단어	질병	疾病	질병	[sound:say-eb61ab6c-84560002-cb26f4da-bf7ef825-7d33f52e (1).mp3]	몸에 생기는 온갖 병.	an illness		위험한 질병.		비위생적인 환경에서 생활하면 질병에 걸리기 쉽다.			중급
1497228674168	krdict:kor:25363:단어	체온	體溫	체온	[sound:say-7ba25a6b-e85ed50b-910fe26c-081a6278-a2886c58 (1).mp3]	몸의 온도.	body temperature		따뜻한 체온.		우리의 몸은 체온을 일정하게 유지시키는 기능이 있다.			중급
1497228674169	krdict:kor:49309:단어	통증	痛症	통ː쯩	[sound:say-4f822862-e0cbd8b0-d567602a-3a90018d-ec375f67.mp3]	아픈 증세.	an ache (ㅌㅈ)		허리 통증.		유민이는 한의원에서 침을 맞은 후, 허리 통증이 많이 가셨다.			중급
1497228674171	krdict:kor:73271:단어	피로	疲勞	피로	[sound:say-67371e6c-924a3b60-ee6b8fb1-600ce606-a3d7c484 (1).mp3]	몸이나 정신이 지쳐서 힘듦. 또는 그런 상태.	fatigue, exhaustion, tiredness		피로를 느끼다	feel[be] tired	피로를 풀다	rest up		중급
1497228674170	247f56c0-39b1-48fc-a848-35c7e2112ec2	피			[sound:say-298aa8aa-603b9086-8d35d7fd-fb6d6171-0e96482a (1).mp3]		blood							
1497228674173	krdict:kor:87484:단어	흡연	吸煙	흐변	[sound:say-8dc7c9ec-daf7d189-3a5cdc25-32b745ac-54bdf459.mp3]	담배를 피움.	smoking		지나친 흡연.		흡연이 폐암을 일으키는 원인 중 하나라는 주장이 있다.			고급
1497228674172	krdict:kor:62405:단어	효과	效果	효ː과	[sound:say-f0a138ad-ad096dd3-17352cc3-e2051865-402f4d65 (1).mp3]	어떠한 것을 하여 얻어지는 좋은 결과.	effectiveness		예방 효과.		그녀는 다이어트를 해도 효과가 없는지 살이 하나도 빠지지 않았다.			중급
1497228674175	krdict:kor:64366:단어	견디다		견디다	[sound:say-21d99641-9c2b6c2d-975d454d-c1f5206e-f5b4602f (1).mp3]	힘들거나 어려운 것을 참고 버티어 살아 나가다.	to endure		끝까지 견디다	endure sth to the end	이 정도 돈이면 열흘은 견딜 수 있을 것 같았다.			중급
1497228674177	krdict:kor:64391:단어	낳다		나ː타	[sound:say-485de47e-6dd419b0-072cdbee-90fbe7c3-e4aaa629 (1).mp3]	배 속의 아이, 새끼, 알을 몸 밖으로 내보내다.	to give birth		달걀을 낳다.		유민이는 결혼해서 예쁜 딸을 낳았다.			중급
1497228674178	krdict:kor:59586:단어	복용	服用	보굥	[sound:say-b8d7d9d4-3a023454-d9a59404-1f0d6265-36a54c30.mp3]	약을 먹음.	taking a dose		한 번에 한 알씩 하루에 세 번 복용하세요	Take one pill three times a day.	약물 복용은 반드시 의사나 약사의 처방에 따르는 것이 안전하다.			중급
1497228674180	e433980e-839c-420d-95bf-802213c274b8	수술			[sound:say-7caa8ef1-4b339087-c88214e2-b253a32b-f61d8e07 (1).mp3]		a surgery							
1497228674179	krdict:kor:29034:단어	생명	生命	생명	[sound:say-21fb04d8-d58c7801-272fc379-20392563-04885a4b (1).mp3]	생물이 살 수 있도록 하는 힘.	a life		생명 존중.		모든 생명은 그 자체로서 보호받아야 한다.			중급
1497228674181	krdict:kor:66783:단어	알약	藥	알략	[sound:say-5a399e45-d1da1224-26c9b955-d851a899-4a2546f7 (1).mp3]	가루약을 뭉쳐서 눌러 작고 둥글게 만든 약.	a pill		알약 한 알.		지수는 알약 두 알을 물과 함께 삼켰다.		"<img src=""1ac7b51f-92be-42be-a924-62bd2e67df8c.jpg"">"	
1497228674184	3282e332-3f6d-47d8-8481-327fcb63a28c	재다			[sound:say-6b35e467-56ab8d1b-8690840d-6a85d507-6e219fde (1).mp3]		to measure							
1497228674182	krdict:kor:71957:단어	응급	應急	응ː급	[sound:say-41a54f10-550eb7bb-1190919b-28e8124c-0cd47a1a (1).mp3]	급한 대로 먼저 처리함. 또는 급한 상황에 대처함.	an emergency		응급실	Emergency room&nbsp;	구급차가 응급 환자를 싣고 병원으로 출발했다.			고급
1497228674183	krdict:kor:71666:단어	의료	醫療	의료	[sound:say-6f23d1cf-6d61e3b1-87b9299d-759f83ac-f9508f6f (1).mp3]	의학과 관련된 기술로 상처나 병을 치료함. 또는 그런 일.	medicine		의료 봉사.		의대 학생들이 방학을 맞아 농촌으로 의료 봉사를 나왔다.			고급
1497228674185	krdict:kor:77459:단어	접수	接受	접쑤	[sound:say-f92d2d15-1308b378-60a63189-89920684-4d3b5919 (1).mp3]	신청이나 신고 등을 말이나 문서로 받음.	registration, reception, filing		시청에 불편 사항이 많이 접수되었다	City hall has received many complaints.	나는 경찰에 고소장을 접수시켰다	I filed a complaint with the police.		중급
1497228674186	krdict:kor:91760:단어	종합	綜合	종합	[sound:say-77cb4e1f-b0710b58-3399fc41-e74c7151-22ad9ac7 (1).mp3]	관련되는 여러 가지를 모아 하나로 합침.	general, comprehensive, synthesis		이것이 여러 의견을 종합해 본 결과다<br>	This is the result of putting the various ideas together.	과목별 시험 점수를 합한 종합 성적이 발표됐다.			중급
1497228674187	krdict:kor:29772:단어	참다		참ː따	[sound:say-defb8e23-f26e523c-587e693c-1979999d-93b8bbb4 (1).mp3]	웃음, 눈물, 아픔, 기침 등과 같은 생리적인 현상을 억누르고 견디다.	to endure		간지럼을 참다.		그녀는 졸음을 참지 못하고 그만 책상에 엎드려 잠이 들고 말았다.			초급
1497228674188	krdict:kor:27815:단어	출산	出産	출싼	[sound:say-fe1af3bd-624eda37-86d9f5aa-515caa93-aae7efbc.mp3]	아이를 낳음.	human childbirth		출산의 기쁨.		언니는 다음 달에 둘째 아이의 출산을 앞두고 있다.			중급
1497257628089	krdict:kor:15310:단어	가능	可能	가ː능	[sound:say-0184fd5b-02bd3464-8c8c1869-78d6722a-d797b96a.mp3]	할 수 있거나 될 수 있음.	a possibility	불능	연결 가능.		사업을 시작하려면 자본이 필요하니 은행에 대출 가능 여부를 확인해 볼 생각이다.			중급
1497257628090	krdict:kor:15090:단어	가치	價値	가치	[sound:say-e840849b-222c9159-3c9147f7-65357649-ed7714db (1).mp3]	값이나 귀중한 정도.	value, worth (both moral and financial)		교환 가치.		과수원 주인은 벌레가 먹어 상품 가치가 없는 사과를 싼값에 팔았다.			중급
1497228674190	krdict:kor:86927:단어	회복	回復/恢復	회복	[sound:say-3c891c62-aa97bf59-70fca873-f62f8428-88650832.mp3]	아프거나 약해졌던 몸을 다시 예전의 상태로 돌이킴.	a recovery		건강을 회복하다	be restored to health	기력이 약해진 아버지는 수술 후에도 남들보다 회복이 느렸다.			중급
1497257628091	643025ac-a950-4e60-bb16-be64e2e95f96	객관적			[sound:say-a098f2a3-bf1c2836-09261df0-e097ee44-eaa70204.mp3]		objective, objectivity							
1497257628094	130ca3fe-aedd-4688-9e62-364335840cdd	고려			[sound:say-7d7b92b0-6273e3ad-d5f2b9ba-6c9172cb-a1867213.mp3]		consideration		고려해 볼 만하다	be worth consideration				
1497257628092	krdict:kor:15973:단어	결심	決心	결씸	[sound:say-9fa0d80f-3395d054-ff0f15d3-4792b704-5e2c2762 (1).mp3]	어떻게 하기로 굳게 마음을 정함. 또는 그런 마음.	a resolution, decision		굳은 결심.		나는 3일 만에 금연을 하겠다는 결심을 꺾고 말았다.			초급
1497257628093	b218a4bc-55b1-4f84-886f-013ef332e0db	결정			[sound:say-9938b06d-6b6fe1bf-48d7a137-6ef72313-174b2695.mp3]		a decision							
1497228674189	krdict:kor:82873:단어	퇴원	退院	퇴ː원	[sound:say-cfb91956-0dcec10c-c8dc3705-62fb8041-42c78d25.mp3]	일정 기간 병원에 머물며 치료를 받던 환자가 병원에서 나옴.	discharge from the hospital	입원	퇴원 날짜.		나는 수술을 받고 완전히 회복하여 퇴원을 했다.			초급
1497257628095	krdict:kor:24112:단어	구별	區別	구별	[sound:say-bf1cbf63-7fb8eadc-3e64b4a4-54f86d6b-9509152c.mp3]	성질이나 종류에 따라 차이가 남. 또는 성질이나 종류에 따라 갈라놓음.	a distinction (between types)		남녀노소 구별 없이	without distinction of sex or age	남녀노소 구별 없이 누구나 즐길 수 있는 가족 영화가 개봉되었다.			중급
1497257628098	f320ba3a-c70e-479d-a046-34b90222840b	낫다			[sound:say-af42918d-3d6d5f22-27597389-2621a95f-7aaaac42.mp3]		to be better							
1497257628096	krdict:kor:24492:단어	구분	區分	구분	[sound:say-4812628b-27340127-f22c264d-af196f88-0d9f1d88.mp3]	어떤 기준에 따라 전체를 몇 개의 부분으로 나눔.	division, classification&nbsp;		환자들은 세 종류로 구분된다	Patients are classified into three categories	새로 산 수학 교재는 문제가 난이도에 따라 구분이 되어 있다.			중급
1497257628097	krdict:kor:62483:단어	기대	期待/企待	기대	[sound:say-9b7172b3-5ec2f770-6292e665-295ec1d9-92df72a6.mp3]	어떤 일이 이루어지기를 바라며 기다림.	an expectation		기대 밖.		우리 부모님은 나에게 거는 기대가 컸다.			중급
1497257628101	krdict:kor:49496:단어	당연하다	當然	당연하다	[sound:say-b4ad089f-6c1791fd-d14dda9e-005fe722-f72133d8 (1).mp3]	이치로 보아 마땅히 그렇다.	to be natural (of course)		당연한 결과.		공부를 안 했으니 시험 성적이 나쁜 것은 당연한 결과라고 할 수 있다.			중급
1497257628100	krdict:kor:42213:단어	단순하다	單純	단순하다	[sound:say-a3956c73-ceaae980-05c06809-45af4ef4-1e6365b4 (1).mp3]	복잡하지 않고 간단하다.	to be simple		단순한 구조.		그 일은 어느 누구나 손쉽게 할 수 있는 단순한 작업이었다.			
1497257628099	krdict:kor:61285:단어	능력	能力	능녁	[sound:say-4badbea5-2558882c-e1bf8b0a-2a85dda5-ed1d8786 (1).mp3]	어떤 일을 할 수 있는 힘.	an ability		처리 능력.		그녀는 혼자서도 무대를 가득 채울 수 있는 능력 있는 배우이다.			초급
1497257628103	5dd1e528-b508-435f-92e2-386b2dc906dd	반성	反省		[sound:say-125f0875-132b0246-2e6125d9-a3e1f9b0-50c0ba2b (1).mp3]		self-examination		반성해 보니 그녀에게 잘해 주지 못했던 것 같다	On reflection, it seems to me that I was unkind to her.				
